input,candidate,reference
"For while vegetarians allow themselves to consume cream tarts, ice cream or a strong Edam, these indulgences are off the menu for vegans.","Während Vegetarier sich selbst mit Creme-Tarts, Eis oder starker Edam, die sich auf die Menäle zählen, sind diese Gerichte aus dem Menü für Veganer.","Denn während Vegetarier sich den Verzehr von Sahnetorte, Eis oder einem kräftigen Edamer erlauben, stehen diese Schlemmereien nicht auf der Speisekarte eines Veganers."
"Moore told reporters that the initial autopsy indicated Johnson died as a result of ""positional asphyxia.""","Kurz darauf kam er zu einem [[Klingonischer Bird-of-Prey|Bird-Klasse]] zurück, um die [[USS Enterprise (NCC-1701-D)|USS ''Enterprise''-D]] zu erreichen.","Moore erklärte gegenüber Reportern, die anfängliche Autopsie deute darauf hin, dass Johnson an den Folgen einer „positionsbedingten Erstickung“ verstorben sei."
"Having been a singer for 60 years, Hubert Wermter's story with the Cäcilia Male Choral Society is almost twice as long as that of the Autumn Festival, during which he was ceremonially honoured.","Nach 60 Jahren ist Hubert Wermterys Geschichte mit der Cäcilia Male Chorleitung fast doppelt so lange, wie sie das Herbstfest, während das er Haus erweiterte, begeisterte.","Mit 60 Jahren als Sänger ist Hubert Wermters Geschichte beim Männergesangverein Cäcilia fast doppelt so lange wie die des Herbsfestes, in dessen Rahmen er feierlich geehrt wurde."
USA: Shots fired at Los Angeles Airport,USA: Wetter abgefeuert bei Los Angeles,USA: Schüsse am Flughafen von Los Angeles
A Technical Rescue Team from Cleckheaton Fire Station rushed to the scene and abseiled down to rescue Ruby and used a pet tube to transport her up the cliff.,Ein technisches Rettungsteam von Cleckheaton Station Station zurück ins Szene- und Abseilen zur Rettung von Rettungs- und Gebrauchssprüfungen eingeschlossen.,"Das technische Rettungsteam der Cleckheaton Fire Station eilte zur Stelle und seilte sich zur Rettung Rubys ab, die dann in einer Hundebox nach oben transportiert wurde."
"However, pawnbrokers have the advantage of not requiring credit checks or proof of salary, and can arrange loans faster than banks.","Jedoch Spielchwalbe-Kräfte haben den Vorteil, dass sie nicht verpflichtet sind, Kontrollen oder Beweise vorzunehmen, und können sie schneller als Banken arrangieren.","Pfandhäuser bieten aber den Vorteil, dass hier keine Überprüfung der Kreditwürdigkeit oder Einkommensnachweise erforderlich sind, weshalb Darlehen schneller als bei Banken möglich sind."
"""We are receiving 500 people in each trip,"" Bwelle said.","""Wir erhalten 500 Personen in jeder Reise"", sagte Bwelle.","„Pro Fahrt behandeln wir 500 Personen“, so Bwelle."
The scientists behind the project hope that Elisa could achieve this.,"Die Wissenschaftler hinter der Hoffnung, dass Elisa dies erreichen könnte, könnten das erreichen.","Elisa könnte das schaffen, hoffen die Wissenschaftler hinter dem Projekt."
We would have taken him out of Cameroon if we had the money.,"Wir hätten ihn aus Kamerun gezogen, wenn wir das Geld hätten.","Wir hätten ihn aus Kamerun herausgebracht, wenn wir das Geld gehabt hätten."
"During the trial, Kana admitted to having been in a bar with Booysen on the night of the attack.",Während des Prozesses wurde Kana zum Tode von Booysen auf der Nacht des Angriffs zugelassen.,"Kana hatte während des Prozesses zugegeben, in der Tatnacht mit Booysen in einer Bar gewesen zu sein."
"With its mixed choir and its ladies' ensemble - the ""Impulschor"" (Impulse Choir), the Salzstetten Choral Club ensured that the female quota was fulfilled at the festival.","Mit seinem gemischten Chor und seinem Damm - dem ""Impulschor"" (Impulschor) hat der Salzstetten Chor-Chor geschlossen, dass die weibliche Quote beim Festspiel erfüllt wurde.","Der Liederkranz Salzstetten sorgte mit seinem gemischten Chor und seiner Frauengruppe - dem ""Impulschor"" - für die Frauenquote des Festes."
"On the occasion of World vegan Day on 1 November, the Vegetarian Association of Germany will propose a host of vegan alternatives:",Anlässlich des Worldeltöffentlichen Tages am 1. November wird die Vegetation der Vegetation Deutschlands eine Vielzahl von veganischen Alternativen vorschlagen:,Der Vegetarierbund Deutschland schlägt anlässlich des Weltvegantags am 1. November eine Reihe von veganen Alternativen vor:
"This levy will be reset by the four operators of the large power grids, in October of each year.",Diese Abgabe wird durch die vier Betreiber der großen Netze im Oktober jedes Jahr von denen der großen Netze wieder zurückgesetzt.,Diese Umlage wird jedes Jahr im Oktober von den vier Betreibern der der großen Stromtrassen neu festgesetzt.
"The meeting takes place at Town Hall, in the center of Manhattan.","Das Treffen findet im Rathaus, im Zentrum von Manhattan statt.",Das Treffen findet in der Town Hall mitten in Manhattan statt.
Only eleven men took part in the exercise.,Nur elf Männer nahmen an der Ausübung teil.,Nur elf Mann nahmen an der Übung teil.
"She has a vagina, but no uterus or ovaries.","Sie hat eine Vagand, aber keine Gebärmutter oder Eierstöcke.","Sie hat eine Vagina, aber keinen Uterus und keine Eierstöcke."
He could be released within 15 years if granted parole.,"Er könnte innerhalb von 15 Jahren freigegeben werden, wenn er ausdrücklich auf die Wahlbezirke zurückgreifen würde.",Mit Strafaussetzung könnte er nach 15 Jahren entlassen werden.
"My sister and I were allowed to eat candy, stay up late and play dress-up for the neighborhood.","Meine Schwester und ich durfte sich Süßigkeiten zu essen, Aufstuhl zu spielen und sich für die Nachbarschaft zu entscheiden.","Meine Schwester und ich durften Süßigkeiten essen, spät aufbleiben und uns für die Nachbarschaft verkleiden."
This is because the Hafenfest took place more outside than in - Café Déjà Vu did not benefit from it.,"Dies ist der Grund, warum die Hafenfeste mehr außerhalb stattfand, das Café Déjà Vu nicht von ihr profitierte.",Denn das Hafenfest fand ja eher draußen statt - das Café Déjà Vu profitierte nicht davon.
It is a former federal border protection vehicle.,Es ist ein ehemaliger Grenzschutz für die Grenzschutzbehörde.,Es handelt sich um ein ehemaliges Bundesgrenzschutzfahrzeug.
One traveller told the broadcaster CNN about how many people had sought protection in panic.,"Ein Reisender erzählte den Sender CNN, wie viele Menschen in Panik geschützt waren.","Ein Reisender erzählte dem Sender CNN, viele Menschen hätten in Panik Schutz gesucht."
"My classmates cried with joy, and my parents saved every newspaper they could find.","Meine Kameraden schrieen mit Freude und meine Eltern haben jede Zeitung gerettet, die sie finden konnten.","Meine Klassenkameraden weinten vor Freude und meine Eltern sammelten alle Zeitungen, die sie finden konnten."
"A group belonging to the ""Schweizer Wiese"" citizen's initiative has given the hoarding on the Bechtle plot on the spa promenade in Bad Herrenalb a face-lift.","Eine Gruppe von BürgerInnen, die dem ""Schweizer Wiese"" zugehören, hat die Bechtle ""Bauten"" auf dem Kurstrich an der Kurpromenade in Bad Herrenalb ein Gesicht aufgeführt.","Eine Gruppe der Bürgerinitiative ""Schweizer Wiese"" hat den Bauzaun auf dem Bechtle-Grundstück an der Kurpromenade in Bad Herrenalb verschönert."
"""You're going to get a better deal,"" he said.","""Du wirst besser zu einem besseren Deal bekommen"", sagte er.","„Sie kommen ein besseres Angebot“, sagte er."
"Achim Scherrenbacher started things off in Kandel with two dogs; with his bitch Sandy he achieved 94 points in the Beginners class and thus took fifth place, while with 15-month-old Marley he took twelfth place with 87 points.","Achim Scherrenbacher begann in Kandel mit zwei Hunden, mit seiner Hündin Sandy Sandy erreichte 94 Punkte in den Anfängen und fünften fünften Plätze, während 15-Monate Marley zwölf Mal mit 87 Punkten.","Achim Scherrenbacher startete in Kandel mit zwei Hunden; mit seiner Hündin Sandy erzielte er in der Klasse Beginner 94 Punkte und sicherte sich den fünften Platz, und mit dem 15 Monate alten Marley brachte er es mit 87 Punkten auf Platz zwölf."
Several companies have thus far reacted cautiously when it comes to hiring.,"Mehrere Firmen haben bislang vorsichtig reagiert, wenn es um die Einstellung geht.",Denn zahlreiche Betriebe reagierten bislang verhalten bei Einstellungen.
"""No-one can stop us believing that we can win, even against the best team in Europe over the last two years,"" assessed Bayern coach Svetislav Pesic following the unfortunate 83:88 (39:47) defeat to title defenders Olympiakos Piräus on Thursday evening.","""Keiner kann uns nicht glauben, dass wir, gegen das beste Team in Europa in den letzten beiden Jahren gewinnen können,"" Bayern Trainer Svetislav Pesic nach dem unglittäubigsten 83:39 (39:47) Niederlage zum Titelverteidiger der Titelverteidigerjugendosäosäos am Donnerstag Abend.","""Niemand kann uns verbieten daran zu glauben, auch gegen das beste Team Europas der vergangenen beiden Jahre zu gewinnen"", bilanzierte Bayern-Coach Svetislav Pesic nach dem unglücklichen 83:88 (39:47) am Donnerstagabend bei Titelverteidiger Olympiakos Piräus."
"Associated with this is the matter of that longing, ""that dreams that everything will be good at the end"".","Dies ist die Frage, ob die Sehnsucht, ""die Träume, die alles am Ende gut sein werden"".","Damit verbunden sei die Frage nach jener Sehnsucht, ""die davon träumt, dass am Ende alles gut sein möge""."
The Associated Press reports the target was Russian-made SA-125 missiles.,Die Associated Press berichtet das Ziel war Russisch-made SA-125 Raketen.,Laut Associated Press handelte es sich bei dem Ziel um russische SA-125-Raketen.
Passengers who buy their tickets on the airline's website won't have to pay.,"Passagiere, die ihre Tickets auf der Website der Fluglinie kaufen, müssen nicht bezahlen.","Passagiere, die Ihre Tickets auf der Website der Fluggesellschaft kaufen, müssen nicht bezahlen."
"Nerves on both sides, particularly when receiving the ball, resulted in errors and lost points; there was even a lack of passing at times and at some critical moments overeagerness saw potential points wasted.","Nord-Kräfte, insbesondere bei der Erfüllung des Balles, führten Fehler und verloren Punkte; es gab sogar einen Mangel an Überresten in Zeiten und an einigen kritischen Momenten, die Augenzahleckschläge verliert.",Nervosität auf beiden Seiten verursachte vor allem bei der Ballannahme Fehler und Punktegeschenke; auch bei den Pässen war die Präzision zuweilen Mangelware und in einigen kritischen Spielszenen verhinderte der Übereifer den Blick für mögliche Punktgewinne.
There were large quantities of wood and bales of straw stored inside.,Es gab große Mengen an Holz und Strohblechen in innen heraus.,Es lagerte viel Holz und auch Strohballen darin.
"Renamo, which has been pushing for electoral reforms, had already said that it would boycott municipal elections due in November.","Renamo, das für Wahlreformen eingetreten ist, hatte bereits gesagt, dass es im November zu einer Neuwahlen kommen wird.","Renamo, die auf Wahlreformen drängt, hat bereits erklärt, sie werde die Kommunalwahlen im November boykottieren."
"Police chief David Kimaiyo reacted by summoning two journalists and a media executive for questioning, although the summons was retracted following a media outcry.","Die Polizei, der Chef der Polizei, hat zwei Journalisten und ein Mediengeschäft, aufgenommen, obwohl die Aufhebung nach einem Medienaufenthalt zurückgezogen wurde.","Polizeichef David Kimaiyo reagierte darauf mit der Einbestellung zweier Journalisten und eines führenden Medienvertreters zu Verhören, auch wenn die Vorladung nach einem Aufschrei der Medien zurückgezogen wurde."
He was provisionally taken to a psychiatric young offenders institute.,Er wurde vorläufig auf ein psychiatrisches Bildungsinstitut ausgerichtet.,Er wurde vorläufig in eine psychiatrische Jugendanstalt eingeliefert.
Mother buried in shallow forest grave and pension stolen,Mütte in flachen Waldwäldern und gestohlenen gestohlenen,Mutter im Wald verscharrt und Rente kassiert
"Selecting the venue is important, it was explained.","Wählen Sie die Veranstaltungsorte wichtig, es wurde erklärt.","Wichtig sei die Auswahl des Lokals, wurde erklärt."
"The extent to which German commercial properties are sought after is evident in the transaction volumes, said Ulbrich.","Das Ausmaß, in dem deutsche Handelsobjekte nach dem Nachbau der Transaktionsmenge, wird in den Geschäftsbereichen gesucht, sagte Ulbrich.","Wie gesucht deutsche Gewerbeimmobilien seien, zeige der Blick auf das Transaktionsvolumen, so Ulbrich."
