input,candidate,reference
Reports that the US National Security Agency spied on Brazilian oil company Petrobras and gained access to data held by US cloud providers including Google and Yahoo have ratcheted corporate paranoia about state surveillance to new highs.,"Berichte, dass die US-amerikanische Nationale Sicherheitsbehörde an brasilianischem Ölgesellschaft Petrobras gewinnen und Zugang zu Daten erhielten, die von US-amerikanischen Cloud-Anbietern inklusive Google und Yahoo haben die Unternehmenssparlamente über die staatliche Überwachung auf neue Höchststände ratchetediert.","Berichte, wonach die amerikanische National Security Agency die brasilianische Ölfirma Petrobas ausspioniert und sich Daten amerikanischer Cloud-Anbieter einschließlich Google und Yahoo beschafft hat, haben die Firmenparanoia wegen staatlicher Überwachung auf einen neuen Höchststand gebracht."
Germany and a few of its satellite economies might keep the euro but France and southern Europe will revive their own currencies.,"Deutschland und einige seiner SatellitenkWirtschaften könnten den Euro bewahren, aber Frankreich und Südeuropa werden ihre eigenen Währungen wieder aufleben.","Deutschland und ein paar seiner Satelliten-Wirtschaften halten vielleicht am Euro fest, aber Frankreich und Südeuropa werden zu ihren eigenen Währungen zurückkehren."
"The judge noted she wasn't putting an end to the stop-and-frisk practice, which is constitutional, but was reforming the way the NYPD implemented its stops.","Der Richter bemerkte, dass sie kein Ende der Praxis von Zwischenhändlern war, die verfassungsmäßig sind, sondern die Reformierung der Umsetzung der Haltestellen.","Die Richterin wies darauf hin, dass sie die Stop-and-Frisk-Praxis nicht beende, die verfassungsmäßig sei, sondern nur die Art der Umsetzung der Kontrollen durch das NYPD reformiere."
"A board member at a German blue-chip company concurred that when it comes to economic espionage, ""the French are the worst.""","Ein Vorstandsmitglied bei einer deutschen Blue-Chip Gesellschaft, dass ""die Franzosen sind die schlechtesten"" sind.","Ein Vorstandsmitglied eines deutschen Blue-Chip-Unternehmens stimmte zu, wenn es um Wirtschaftsspionage gehe, dann „sind die Franzosen die Schlimmsten“."
"At his inauguration before the Supreme Constitutional Court, Morsi also became the Arab world's first freely elected Islamist president and Egypt's fifth head of state since the overthrow of the monarchy some 60 years ago.",In seiner Amtsübernahme vor dem Obersten Verfassungsgericht wurde Mursi auch der erste frei gewählte Präsident der arabische Welt und der fünfte Staatspräsident Ägyptens seit dem Sturz der Monarchie vor etwa 60 Jahren.,Mit seiner Amtseinführung vor dem obersten Verfassungsgericht wurde Mursi auch zum ersten frei gewählten islamistischen Präsidenten der arabischen Welt und Ägyptens fünftes Staatsoberhaupt seit dem Sturz der Monarchie vor ungefähr 60 Jahren.
Jan-Malte Jodat will not be playing.,Jan-Malte Jodat wird nicht spielen.,Fehlen wird Jan-Malte Jodat.
"But it is also about connectivity, across the UK 18 cities including Glasgow and Edinburgh will be better connected because of HS2.","Aber es geht auch um Verbindungen, über das Vereinigte Königreich 18 Städte einschließlich Glasgow und Edinburgh wird wegen HS2 besser verbunden sein.","Doch es geht auch um die Verbindung zwischen 18 britischen Städten, einschließlich Glasgow und Edinburgh, die dank HS2 verbessert wird."
"Typically pawnbrokers in Singapore charge an effective annual percentage rate of 17 per cent, just above the 15.4 per cent offered at United Overseas Bank, a local lender with a branch in the same shopping centre.","Typischstämmige Pfadfinder in Singapur verursachen einen effektiven jährlichen Prozentsatz von 17 Prozent, knapp über dem der United Overseas Bank, einem lokalen Kreditgeber mit einer Niederlassung imselben Einkaufszentrum.","Typischerweise verlangen Pfandhäuser in Singapur einen effektiven Jahreszins von 17 Prozent, der nur knapp über den 15,4 Prozent liegt, die die United Overseas Bank verlangt, ein lokaler Kreditgeber mit einer Filiale im selben Einkaufszentrum."
Özdemir wants jazz training in Stuttgart,Özdemir will die Jazz-Ausbildung in Stuttgart.,Özdemir will Jazzausbildung in Stuttgart erhalten
But Mr Chen subsequently admitted on television that he had taken bribes to fabricate stories about a part state-owned company.,"Aber Herr Chen hat im Fernsehen zugegeben, dass er Schmiergelder über ein Teil- staatliches Unternehmen gestraft hatte.","Doch Chen gab später im Fernsehen zu, dass er Bestechungsgelder angenommen habe, um Berichte über eine teilstaatliche Firma zu fälschen."
"In a major victory for the Obama administration, the US Supreme Court today ruled Barack Obama's signature health care law is constitutional.",In einem großen Sieg der Regierung Obama hat der Oberste Gerichtshof der USA heute das Gesetz über die Gesundheitsversorgung von Barack Obama regiert.,"Es ist ein großer Sieg für die Regierung Obama: Der US-amerikanische Supreme Court entschied heute, dass das eng mit Barack Obama verknüpfte Gesundheitsgesetz verfassungsmäßig ist."
"When it became clear to him how much money is wasted, he decided to help the Africans with controlling of their budget by the people.","Wenn ihm klar geworden wurde, wie viel Geld verschwendet wird, hat er beschlossen, den Afrikanern bei der Kontrolle ihres Haushalts durch die Menschen zu helfen.","Als ihm klar geworden sei, wie viel Geld unterwegs verloren ging, habe er beschlossen, den Afrikanern bei der Kontrolle eines Budgets durch das Volk zu helfen."
"Traditionally, the museum welcomes visitors on a Saturday and Sunday, this year on on 24 and 25 August, to a colourful party for children and families as part of the summer holiday programme, with numerous participation activities and events.","Das Museum begrüßt die Besucher am Samstag und Sonntag, am 24. und 25. August, zu einem bunten Party für Kinder und Familien im Rahmen des Sommerferienurlaubsprogramms mit zahlreichen Betätigungs- und Veranstaltungsaktivitäten.","Traditionell heißt das Museum die Besucher am Samstag und am Sonntag, den 24. und 25. August, im Rahmen des Sommerferienprogramms zu einem bunten Kinder- und Familienfest mit zahlreichen Mitmachaktionen und Veranstaltungen willkommen."
"Mr Ditta was not honouring his profession, but dishonouring it.","Herr Ditta hat seinen Beruf nicht aufgehört, sondern sich ihn zu Ehren gehalten.",Herr Ditta brachte damit seinen Berufsstand in Verruf.
"""There will be massive impact for the entire Ultra movement,"" announced the BVB Chairman on Thursday evening at a panel discussion in Frankfurt.","""Es wird massive Auswirkungen für die gesamte Ultra-Bewegung"" geben"", kündigt der BVB-Vorsitzende am Donnerstagabend bei einer Podiumsdiskussion in Frankfurt am Main an.","""Es wird für die gesamte Ultrabewegung massive Einschnitte geben"", verkündete der BVB-Boss am Donnerstagabend auf einer Podiumsdiskussion in Frankfurt."
"At the next Ecumenical Discussion Forum on Monday 21 October, in the Neues Museum des Schlosses (New Castle Museum), the focus will be on the topic of ""To hell with Hell - Theological reflections on how we now approach the notion of end times"".","Im Rahmen des nächsten Ökumenischen Diskussionsforum am Montag, dem 21. Oktober, im Neuen Museum des Schlosses (Neues Castle Museum) stehen die Themen ""Zur Hölle mit Hell - Theological Reflexion über die Frage, wie wir jetzt an den Endzeiten herangehen"".","Beim nächsten Ökumenischen Gesprächsforum am Montag, 21. Oktober, im Neuen Museum des Schlosses geht es um das Thema ""Zur Hölle mit der Hölle - Theologische Überlegungen zum heutigen Umgang mit den letzten Dingen""."
Many critics of veganism warn in particular of the lack of vitamin B12.,Viele Kritiker des Veganismus warnen vor allem vor dem Mangel an Vitamin B12.,Insbesondere vor dem Mangel an Vitamin B12 warnen viele Vegansimus-Kritiker.
The man's distraught nine-year-old son travelled to Australia with him and has been comforted since the death of his father on Wednesday by an adult cousin who was also on the vessel.,"Der neunjährige Sohn des Mannes war mit ihm nach Australien gereist und seit dem Tod seines Vaters am Mittwoch von einem Cousin, der auch auf dem Schiff war, bekam.","Der verstörte neunjährige Sohn des Mannes, der mit ihm nach Australien gekommen war, wird seit dem Tod seines Vaters am Mittwoch von einem erwachsenen Cousin betreut, der ebenfalls auf dem Boot war."
"I admit, I am right with you with it comes to picking up some fast food late at night, or early in the morning as the case may be.","Ich gebe zu, ich befürworte mit Ihnen zu Recht, dass sich in der Nacht einige schnelle Lebensmittel spät oder früh morgens, wie es der Fall sein mag.","Ich gebe zu, ich bin gerne mit dabei, wenn es spätnachts beziehungsweise frühmorgens ans Fastfood-Holen geht."
"Mr Wilkie today said the $325 million would count for little ""unless it's followed by genuine reform to put Tasmania's public health system on a more sustainable footing.""","Herr Wilkie sagte heute, die ungefähr $325 Millionen würden sich nur wenig ""falls, dass es durch eine echte Reform gefolgt ist, das System der öffentlichen Gesundheit auf eine nachhaltigere Grundlage zu stellen.""","Wie Wilkie heute erklärte, würden die 325 Millionen Dollar nur wenig nützen, wenn „sie nicht von echten Reformen begleitet werden, die das öffentliche tasmanische Gesundheitssystem auf einen nachhaltigeren Kurs bringen.“"
"The world's fourth-largest planemaker said it delivered 45 aircraft during the quarter, down from 57 a year earlier.","Der weltweit viertgrößte Planemaker sagte, dass es 45 Flugzeuge während des Quartals geliefert hat, nachdem es ein Jahr früher 57.","Der weltweit viertgrößte Flugzeughersteller gibt an, er habe in diesem Quartal 45 Flugzeuge ausgeliefert, ein Rückgang von 57 im letzten Jahr."
"The order backlog in the transportation unit was $32.6 billion as of September 30, up marginally from December 31.","Der Auftragsbestand in der Transporteinheit betrug am 30. September 32,6 Milliarden Dollar, wasserbasierte.","Der Auftragsbestand in der Transportsparte betrug am 30. September 32,6 Milliarden Dollar und war damit gegenüber dem 31. Dezember leicht erhöht."
"""It's not easy,"" Bwelle said.","""Es ist nicht einfach"", sagte Bwelle.","„Es ist nicht einfach“, kommentiert Bwelle."
Often it is the herbs or the type of preparation that provide the flavour.,"Oft sind es die Kräuter oder die Art der Vorbereitung, die den Geschmack.","Oft sind es die Gewürze oder die Art der Zubereitung, die den Geschmack ausmachen."
What are the requirements for participation?,Welche Voraussetzungen sind die Teilnahmebedingungen?,Welche Voraussetzungen zur Teilnahme gibt es?
"""Once an airline verifies the tolerance of its fleet, it can allow passengers to use handheld, lightweight electronic devices such as tablets, e-readers, and smartphones-at all altitudes,"" the FAA said.","""Once eine Fluggesellschaft prüft die Toleranz der Flotte, kann es den Fluggästen erlauben, Handheld, leichtgewichtige elektronische Geräte wie Tabletten, E-Reader und Smart-at alle Alpen zu verwenden"", sagte die FAA.","„Nachdem eine Fluggesellschaft die Toleranz ihrer Flotte bestätigt hat, kann sie Passagieren das Verwenden tragbarer, leichter elektronischer Geräte wie Tablets, E-Book-Lesegeräte und Smartphones in jeder Höhe erlauben“, gab die FAA bekannt."
"All four suspects were being watched by police at the time as part of a major investigation into a heroin and cocaine racket operating across Lancashire, Cumbria, Merseyside, Berkshire and West Yorkshire.","Alle vier Verdächtigen wurden damals von der Polizei als Teil einer großen Untersuchung von einem Heroin- und Kokainlauf beobachtet, das über Lancashire, Cumbria, Merseyside, Berkshire und West Yorkshire operiert.","Alle vier Verdächtigen wurden damals von der Polizei im Rahmen eines großen Ermittlungsverfahrens zum Heroin- und Kokainhandel in Lancashire, Cumbria, Merseyside, Berkshire und West Yorkshire überwacht."
"In an interview with US journalist Katie Couric, which is to be broadcast on Friday (local time), Bloom said, ""sometimes life doesn't go exactly as we plan or hope for"".","In einem Interview mit US-Journalisten Katie Couric, das am Freitag (lokalen Zeit) ausgestrahlt werden soll, sagte Bloom, ""manchmal gehen nicht gerade wir wie vorhaben oder hoffen zu gehen"".","In einem Interview mit US-Journalistin Katie Couric, das am Freitag (Ortszeit) ausgestrahlt werden sollte, sagte Bloom, ""das Leben verläuft manchmal nicht genau so, wie wir es planen oder erhoffen""."
